review,Label
كل ثانيه اطلعني من اللعبه اعتبرو ان هي صفر نجمه,bug_report
التطبيق لا يعمل بشكل جيد بعد ادخال رمز التحقق يرجع لصفحة رقم الجوال وتسجيل الدخول!!,bug_report
برنامج جداً رائع,rating
اول شي يطلعني من اللعبت تاتي شيــ  مو حلوا ثلالث شي راعي العبت مات,rating
أوقات تمام وأوقات خايس وشكرا,rating
للأسف نزلت التطبيق وطلبت الدعم الفني عن طريق الواتس ولا احد يرد,bug_report
معلق بعد اخر تحديث,bug_report
سييء وحطيت نجمه لانه سيي,rating
التطبيق والله معفن لما تقعد تلعب بالساعات مع حد ببقى كدب انت بتلعب مع برنامج هو اول دور بس لو عاوز إثبات ادخل ابعت دعوة لي اي حد كنت لعبت معاه هتلاقيه واقف على طول,rating
لو بتطلع كلمات الاغاني بدون اشتراك بيكون تطبيق ميه بالميييه وبرضو الاعلانات مرره اوفر,improvement_request
حرام تعبت على القريه واخترب الجوال وكلمتهم يرجعون القريه عطاني باند ارجاء من سعادتكم رفع الحظر عني لاني قد ما اقدر اجواب على الاسئله الصحيحه التي اذكره وانا صادق في ذلك لانه هذا تعبي وانا اعمل في بناءه من بين تقريبا الا ثلاث سنوات وزياده في الاشهر  وانا عندي مبدا لا اخذا حق غير لانه لايجوز  ولكم اطيب تحياتي من المملكه العربيه السعوديه البلد الاحساء الحي المبرز,bug_report
خايسه ويجبرونك باخويا غشوم جدا كان رصيدي مليون وتقييمي ٤.٥ ولاعد جاني ورق وخصمي مشاريع ماتنقطع الين خسرت فلوسي كلها وكل يوم اخذ المجاني والعب فيها وافوز مره واخسر بعدها علطول كأنهم يبغون ادفع فلوس عشان افوز لاكن تخسون انتم ولعبتكم إلى احذف ابوها واريح راسي,rating
التطبيق تالف او معطل,bug_report
اتمنى انه يبقى الافضل والاسرع,rating
الصراحه لعبه زقه وخرا انصحك لاتضيع فلوسك فيها سواؤً ان لعبت فيها بفلوس او لا حسابك راح يتهكر ولا يتهكر من ورع الله ياخذ لعبتكم الزباله الي زي وجيهكم وللهًما اسامحكم الا يوم الدين ياكلاب فلوسي ضاعت سنين ونا اجمع الفلوس وبلأخير حسابي يتهكر من وره زق,rating
حلوه بس ابي شحن ماعندي اهلي ماعنهم فلوس 🥺😭💔 الحمد لله ذا اسمي في روبلوكس DemaLOVE99,others
العبه فيها تعليق على الخفيف بالباتل رويال والملت بلير الرجو حل المشكله,bug_report
خايس مره كان شاحني خمسين بعدين حملت التطبيق بعدين طفا الجوال ما انصح احد يحمل التطبيق,bug_report
تستاهل اللعبه هاذي ٤ لأن في مشتريات فل تطبيق فا ممكن تصلوحها,rating
حسبنا الله ونعم الوكيل في كل من له يد في تشغيل البرنامج القذر زي الموجودين فيه وربنا ينتقم من كل الحريم اللي بتبيع عرض أهلها وجسمها,others
العاب حلوه حلوه حلوه حلوه حلوه,rating
فشل ام الفاشل من تفعله بس تخرج منه ينقطع,bug_report
لايعمل بعد التحديث,bug_report
"جودة القنوات سيئة جدا حتى بعض الافلام و المسلسلات، و الواجهة بدائية و كنت ادخل على بعض الحلقات و يعطيني حلقات اخرى، جربت اشترك لمدة شهر ولن اجدد

ميزته الوحيده سعره مناسب لكن بصراحة المحتوى عادي",bug_report
برنامج جميل جدا لكن يوجد مشكلة يرجى اضافة عكس الكامره مجانا,improvement_request
ياجماعة العبة تشتغل بدون إنترنت إلى ماتشتغل إلى بي إنترنت,others
ولله يا ناس إن حسبي رح لحد يشمله,rating
اماه هينزل تحديث ماي بلاي هوم,others
عم بيقولو انها منيحة ما بعراف,others
عيت ماتتنزل قاعده يوم التنزيل معللق,bug_report
سيء وغالب وقته لايعمل,rating
سيء جدا اقل من نجمة كل التطبيقات وبرامج الصحة سيئة يكفي مديري اللي بهدلنا ومواررد و و و كل شي فاشل,rating
السلام عليكم ياليت الاخوان في الاداره يزودون كميات النفط والفولاذ اللي في مهرجانات الحزم شكرا,others
كل يومين تحديث طفشتونا,others
اقسم بالله لعبة ممتعة,rating
هدايا فخمة و سريع التوصيل شكراً من القلب,rating
التطبيق كثيو مادي لازم يكون العملات المجانية اكثر وخففو سعر المكالمة,improvement_request
لعبة مميزة و متطوره و جدا مسليه,rating
الصراحه ما جربته لسه بس ان شاءالله حلـِۈۋوھّ,others
مع الأسف آخر تحديث رجع البرنامج وصار كلما تم طلب حجز والضغط على استمرار لا يحصل شيء,bug_report
لايفتح لدي التطبيق,bug_report
هنالك مشكله باللعبه متوقفه ارجوا عمل حلول بشكل سريع,bug_report
ليش معلقه هالفتره هاذي كثير,bug_report
جيد لاكن هناك مشكله تقطيع اثنى مشاهدة البث المباشر,bug_report
العبه حلوه بس بيه اشياء موحلوه,rating
خذ اخبارك وانواع الادب والثقافة والعقليات وكل ماهو مفييد من تويتر.,others
تغير الباقه الحاليه الى باقة ١٨٠ ريال شهريا وشكرا,improvement_request
اتمنى من الجميع استخدامة و تقييم جميع الدوائر الحكوميه و الخدميه,others
لا يتم التواصل مع صاحب البلاغ للاسف,bug_report
"لم استطيع استرجاع حسابي 
توني جديده على موقع 
لا يوجد بلاغ على حسابي",bug_report
ليش العاب ماي تاون بفلوس اصراحة طفرنه,others
اللعبة لازم تطور وينزل لها تحديثات,improvement_request
عمل أكثر من رائع شكراً وزارة الصحة,rating
اتمنى لو كان الزومبي شروطه اسهل ونقدر نلعبه علطول,improvement_request
اللهم صل وسلم على نبينا محمد,others
أسوأ لعبة لعبتها في العالم,rating
ممتاز ... شكرا وطني الغالي على هذه التسهيلات والخدمه المميزه ... وصلني الدعم والاقساط جدا مريحه وخفيفه,rating
العبة جميلة جداجداجداجداجداجدا لكن صورة اللعبه من الخارج شرسة قليلا ارجو لو تتغير,rating
لماذا عندما اخترت دفع رسوم النقل عبر منصة النقابه العامه للسيارات  طلب مني ادخال الرقم السري للبطاقه وهذا غير قانوني  ؟؟؟؟ الرجاء توضح ذلك,bug_report
زسظسك٠ثصم غنل بويز ء ؤة بتمطر,others
برنامج اكثر من رائع,rating
أسوء مافي التطبيق أنه لا يدعم اللغة العربية,improvement_request
اسوء تطبيق على الاطلاق مافيه دقه بتوصيل الطلب ولا فيه اي اهتمام بالعميل,bug_report
جميل نرجو منكم تغير التاريخ الى هجري,improvement_request
لم تظهر عندي الكتابة ولا التوقيت كما كان من قبل,bug_report
ارجو الرد انا مشترك بالباقه الشهريه وتم الخصم القيمه المستحقه الشهريه يوم 2 /1 ولم يتم تفعيل الباقه وتم إرسال لي رساله بخصم قيمه الاشتراك لبرنامج شاهد ارجو الرد ؟؟؟!,bug_report
البرنامج مرههههه حلوووووووو احمله علاشن العب حليب للشوكو و يحفض التختيم واواو شكرا علا البرنامج الحلو شكراااااااا,rating
في مشكله كل ماجيت ادخل التطبيق يخرج لحاله,bug_report
افضل برنامج على الاطلاق,rating
الان زباله اريد اخش يقول الاتصال مقطوع,bug_report
"جزى الله خيرا القائمين على البرنامج ومن ساهم في انقاذ الارواح وجعل ماقاموا 
به من جهد في ميزان حسناتهم",rating
والله إن ماين كرفت أحتنلعبة في العاااااااااااااالممممممممممممممممممممممممممممم لاكن يوم تلعب ماين كرفت ماتقدر تعدل الرأية والله قهر,rating
"هذا التطبيق لاعلاقه  له لبرنامج او تطبيق ابشر 
ابشر تطبيق حكومي رائع  اما هذا التطبيق غير معروف المصدر وتلاحظ اخر خدمه في التطبيق كلمة زوي الاحتياجات الخاصه  ويقصد به ذوي الاحتياجات الخاصه 
لا انصح به وتعامل مع تطبيق ابشر مباشرة",others
تطبيق عالي الجوده ويحتاج عشره على عشره ..,rating
انا شفت ورع يلعب ومات 😭😭😭,others
بأبي أنت و أمي يارسول الله,others
اني اريد اسئل هية على النت 😞,others
اتمني اضافة لوحات السرعه ف الشارع علي قوقل ماب بحيث يظهر ل سائقين المركبات سرعة الشارع الذي يسيرون عليه بدون الحاجه للوحات الارشاديه وشكرا,improvement_request
اللعبه جدا حلوه ولكن مشكلتها بعض المراحل تاخذ ايام عشام تفوز فيها و الحقيقه هذي شي ممل مره و يطفش,rating
من المستحيل تسجيل موعد تطعيم كورونا رجاء ساعدونا,bug_report
السادة الكرام بقوقل بلاي انا لدي ٤ جهزة يستخدمها اطفالي مو معقول اشتري اللعبة ٤ مرات ربطهم بميزة العائلة وضعت ايميل بتلك الاجهزة.. ارجو منكم العقلانية وعدم الاستغلالية,others
جميل لاكن للاسف وصول محدود اغلب المطلوب واللي تبغا غير موجود في التطبيق,rating
اللهم صرف عنا هاذا الوباء وعن جميع امة محمد,others
يرجى عمل تحديث للبرنامج لأنه يفصل مره وحده ويخرج أثناء العمل ويتوقف تلقائيا فيرجى معالجته مع إضافة شيء للتشويق بداخله وشكرا,bug_report
البرنامج منتآز نوعن مآ,rating
للاسف بعد التحديث يجيني تعذر الاستفاده من الخدمات يرجى المحاوله في وقت لاحق,bug_report
الرجاء عدم التأخير,improvement_request
عاجل😂 الي معه فري فاير 😂 يحذفها😂لانها😂ماسونيه 😂ولي😂مش 😂عارف😂العين😂الماسونيه😂هي😂عين الدجال 😂وهاذي نصيحه لكل من معه فري فاير😂وشكرا😂اسمي وسام😂تحياتي من المغرب😂,others
والله البرنامج بطل انصح الجميع يشترونه,rating
اتطبيق سراح حلو بس فيه مشكله المشكله هي انا سعر الطلب يجي اغلا 💛👈👉💛☹️☹️,rating
على حسب المرجعيات هذا تقيمى ريما يتساهل أكثر من كده ولا كننى تحت التجربة أضافه إلى ذالك أنها بلاد الحرمين الشريفين حفظها الله ورعاه,rating
انها لعبة رائعة ولكن السحب في الجواهر كله ثلاثت نجوم ارجو حل هذه المشكلة الرد بسرعة و شكرا,bug_report
سيئ جدا أنصح الجميع بعدم تنزيله,rating
حفظت عدد من الفواتير  والضمانات وبعد فترة من الزمن محيت من التطبيق بعد مدحته عند اصدقائي,bug_report
التطبيق كان ممتاز الفترة الأخيرة صار سيء جداااا وكل فتره يعلق ويخرجني من التطبيق,bug_report
انا ساكن بالرياض وجميع الذين القاهم في جدة لماذا هذي الحركات اريد ان اقابل الاشخاص الذين بالرياض,bug_report
ممتاز حسن جدا يستحق مليار نجمعة حياكم الله,rating
جدا رائع مفيد للوطن الرائع والشعب👍😎,rating
هى حلوا كثير كثير بس المشكلة انك بتمل منها بسرعة كثير,rating
يحتاج تطوير و اضافه الشات,improvement_request
انا تسكر احسابي ومادري وش السبب من امس وياليت تفيدوني ادخل علي البرنامج يقول موقف الحساب من برنامج حكونا وانا مسويت شي يعني وياليت تفيدوني ولكم جزير الشكرا,bug_report
لعبة فاشله من الاخر شحنت مرتين ب٤٤٠ وبعد شكاوي عوضوني صناديق ب٧٨😂😂😂😂 تم تعديل التعليق الى معتزل ونصيحه صادقه اتركو اللعبه ..,rating
يعلق كثير ولايفتح لازم تحذفه وتحمله مرة ثانية وبعد كذا يوم تتكرر نفس المشكلة,bug_report
لم استلم رساله التفعيل طلت رمز التفعيل اكثر من مره و لم استلمه على جوالي,bug_report
برنامج كان جميل وللاسف صار كله يعلق ولم استفيد منه في رفع اجازات,bug_report
اللعبة حلوة بس ناقص لها شوية حاجات 1- أن اللاعب يقدر يتحكم في جميع ازرار الطائره زي لعبه X-plane 10 2- أن تكون اللعبة بدون نسخه برو تكون كل الطائرات بدون اشتراك أو يكون في اكتر من 3 طائرات مفتوحة وفيه مشكله في اللعبة أنا المفروض كل ما أنا ابقي علي ارتفاع اكبر تبقي سرعة الطائرة أسرع لاكن بيحصل العكس سرعة الطائرة بتقل جدا وياريت يكون فيه تحسين في الطيار الآلي لانة مشوش شوية والسحابة الي الطيارة بتعملها في الجو تكون واقعية اكتر وتخلو السحاب واقعي شوية وأصوات الطائره تكون احسن شوية :- (شكرا),improvement_request
ما أنصح بتحميله لا يوجد فائده تذكر,rating
اشتريت مجوهرات ٣ مرات وماجاتني الا مرا واحده ليش,bug_report
مافيش لغه عربيه ارجو اصلاح المشكله,improvement_request
هناك خطأ رقمي لماذا لم يتم الحجز تم شراء خدمة نقل وميعاد 22 /01 متاح لماذا هذه الاخطاء,bug_report
هاي اللعبه حلوه و ممتعه 😊 بس للاعمار ما فوق 12 سنه يعني مو للاطفال الصغار 😕,rating
الهبة. ووووووو وووووووووووو وووووووووووو. وووووووو. وووووووو.,others
جميله جدا هل يمكنكم اضافة شاكوش ثالث نتمنى ذلك من المطورين,improvement_request
ليش مينرسل بليتوث أذا أرسلته ماتشتغل ليش ممكن تشوفو حل لو سمحتو,bug_report
طلبت منه مرتين مره من دانكن وغلطو بالطلب ماكنت ابي سكر وحاط سكر واليوم من ماك طالبه ساندوتش بدون وجبه وجايني بوجبه وطالبه دبل لحم جابلي وحده ولارجعو فلوسي,bug_report
برنامج جيد بس ناقصه تطوير في تخفي أكثر أثناء التصوير ولاكن جيد و عملي,improvement_request
يحتاج الى تطوير افضل,improvement_request
شكرا علي دعم البشرية,others
هلاوسهلا اشبكه كانت مقطوعه وهذه هورقمي ٧١٦٧١٥٩٢٠,others
شكرا لولاة امرنا ونشكر القائمين عليه,others
نصابين ، لاحدا يشتري من المتجر ، بالآخر خسران قد ماشحنت رصيد راح تخسرو ، توزيع الورق بيعتمد الذكاء الاصطناعي مستحيل يخليك تضل ربحان دائما ، راح يحاول يوزع ورق ضدك لحتى تخسر خصوصا يلي بيشتري من المتجر التوزيع كله ضده ، ورسوم المسابقات عالية كتيييييير مثلا بلعبة الهاند مندفع رسوم لازم تربح مسابقة من كل مسابقتين حتى تضمن مايخلص رصيدك ، أما المنطق فنحن اربع لاعبين لازم أربح وحدة من كل 4 العاب حتى حافظ على رصيدي ، تفوووووووو عليك كل التطبيقات العربية نصابة.,rating
لا يدعم صوت معظم الافلام ..اتمنى ارجع فلوسي,bug_report
بصراحه اني لما نزلة هدا تطبيق متوقتش يكون نفسه مدجر للعاب نفسة مدجر القديم بصراحة اني كنت نفتح في هدا تطبيق على خاطر نبي اننازل ماي بلاي هوم و اني نبيكم تنصحوني ارجو الايجابة يا احلة ناس😘😘😘,others
اللعبة زفت زفت ما تفتح مع أن المساحة في تلفوني تكفي. ما طايع يفتح زفت الزفت حتا ما تستاهل النجمة لعبة كلبة زفت,bug_report
احسن لعبة في حياتي لكن في حاجة مش اي حاجة نشتريها لازم شحن لو نحن مش هنعرف نشحن نعمل اي,rating
التحديث ممتاز واتمنى الاستمرار في التطوير شكراً لكم,rating
"يحتاج الى اصلاحات كثيره اهمها القوائم وطريقة تشغيل الفيديو 
وتصغير الفيديو وانتقال ال ١٠ ثواني السريعه بالنقر",improvement_request
يوجد مشكلة في التطبيق أرجو حلها,bug_report
لا استطيع الارسال ؟,others
أنطي 3 نجوم من أصل 5، اي بمعنى ينقص البرنامج شغلتين لكل شغلة نجمة، لْـۆ كانت هناك ميزة لنشر اليوميات والستوريات واتمنى بأن تضيفون خاصية تسريع بالأداء لأن كولش تحميل الفديوات والصور كل ثكيل وممل برنامج ممتاز بس حسنوا سرعة الأداء وخاصية نشر اليوميات,improvement_request
واضح وسهل ومتوفر به جميع الخدمات,rating
جميل جدآ. جدآ.جدآ .....  💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋,rating
من أسوأ التطبيقات اتمنى يكون هناك جهة رقابية مهمتها متابعة التطبيقات الحكومية,rating
وت ايش ذى 😭😭😭😭😭😂😂 لاحول ولاقوه الا بالله 💔😭😭,others
حلو بس يحتاج تحسينات اكثر اتمنى يطوروه وويتعاملون بجدية مع الشكاوى ضد مقدمي الخدمة,rating
ليش فيه مسلسلات مو مترجمة مع انه فعل خاصية الترجمه ؟ ماهو الحل,bug_report
لعبه خرا يا تفوزك دوم او تخسرك واللي يحط علم دوله غير خليجيه دايم يفوز واغلبا ف زق لعبه تفو,rating
لعبع جميله بس في اشي ما رح احكي الكل ينزله ويشوف,rating
سيّء جداً تقريباً ساعه عشان يوصل الطلب ، وش الفايده اطلب دايركت من المطعم نفس الوقت وأقل سعر توصيل,rating
لعبة وحشة أوى لدرجة مبالغ فيها و قعت مستنية يحمل بس مرضاش يفتح بعد ما خلص تحميل😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,bug_report
"السلام عليكم، 
الأزارير كلها في التطبيق ما تشتغل، 
بالإضافة إن الاختبارات حق المبرمج جالسة تطلع لنا، 
وكمان مافي أي مواعيد ما يمدينا نحجز،

الله يوفقكم ويعطيكم العافية",bug_report
سلام عليكم اخي شركة هالو يو قبل كم يوم شحن جواهر و شحن ما وصل على حسابي ممكن اعرف ليش,bug_report
انا سيف النار الصاعقة اريد ان اعطيكم خمسة نجوم لأنها تستاهل اكثر من ذالك وشكرا.,rating
مدري ليش ما يفتح اصلان ما زعلانه 🙂💜🍡🐰🌞🐯👑🐱,bug_report
انها لعبه جميله وحلوه جدا وتنصح الاخرين ان يجربوها واشكر مصمم هذه اللعبه,rating
لم أتمكن من الدخول على التطبيق باسم المستخدم. كلما ضغط على الأيقونة ينغلق التطبيق..,bug_report
مش اوي بس كل مكلم حد يقولي البرنامج يقولي اشحن,bug_report
التحديث الجديد قللو والمجوهرات والذهب حتى في عملية الشراء,improvement_request
لم يتم تحميل التطبيق مع تكرار المحاوله,bug_report
"رائعه بس لو اللاعبين يفهمون ان الله واحد في اللعبه وبرا اللعبه ويبطلون يحلفون بالله كذب كان بخير والاخلاق وحده حتى باللعب
وياليت يغيرون بمقاطع الفيديو اللي خانق المره لانه خنقنا",rating
"غير مستفيدين منكم 
قبلكم كنا نعرف نتفاهم مع الشركات بوجودكم ضيعتو حق المواطن",rating
رمز التحقق لا يصل التطبيق لا يعمل على ايفون,bug_report
تطبيق جميل جدا وأنصح بتنزيل هذا التطبيق ويستحق 5نجوم,rating
جزاك الله خير,others
بس انا ادخل الحصة بعض الحصص يحط عندي كا أني المنظم إلي سو الحصة يعني عندي كتم صوت المشارك أزلت من الاجتماع,bug_report
مسلي لكن الحصول على النجوم صعب جدا..وشراء اي شيء بثلاث نجم او اكثر,rating
العبه رهيب ورب الكعبه رهيبه انسحكم تجربوها,rating
التطبيق مايشتغل اول ما اضغط عليه يخرج تلقائيا,bug_report
لماذا يرد علي انه لا يمكن الاستفادة حاليا الرجاء المحاولة في وقت لاحق مع العلم اني حاولت في اوقات مختلفة ماهي المشكلة ارجو الرد,bug_report
الصراحه من افضل المواقع و اشياءه مضمونه 100% .,rating
اداره فاشله لأن كل شئ في اللعبه عن طريق الشحن,rating
سيء يتأخرون ومافيه رقم للتواصل بس تنتظرون لو تطلبون من تطبيقات التوصيل افضل,rating
رجعو التحديث القديم لان تحديثكم كرهني فيها صرت بوته,improvement_request
فيه مشكلة اذا فتحنا التطبيق يعيدنا الى التحميلة مرة اخري أتمنى ان تجدوا حلا,bug_report
اللعبة جداً جميلة و ممتعا ولاكن لا اعلم لماذا عندما اقتل عدد كثير من اللاعبين دون ان اموت يتم حظر حسابي لمدة يوم؟؟,bug_report
انا بحب اللعبة كتير بس التحديث خربها لو سمحتو رجعو اشكالهم,improvement_request
البرنامج نسبه مشاهدته قلت بسبب التحديث الأخير ياريت يرجع لإصدار القديم,improvement_request
يا شباب هاذي اللعبه هي القمار والقمار محرم شرعاً انتبهوا يا شباب,others
ياليت تحطون خاصيه يمدي تقفل المشاهد اذا ما تبي حد يشوفك تلعب,improvement_request
تطبيق جبار الف شكر للقائمين عليه,rating
بسبب المشاكل إلي بالعبه تستاهل نجمه وحده,rating
جيد جداً وإلى المزيد لو تنزل الفواتير شوي,rating
تم حظري من التطبيق بدون اي سبب,others
اتمنى يعطو جوائز توكنز في التحديات,improvement_request
جميله جدا بس انا في المستوى 254 ممكن تنزلو عروض في العبه,improvement_request
كاتبين فالتحديث انه تمت اضافه عامل مجد جديد كيف بيضهر عند البعض والبعض لا,bug_report
"تطبيق يعجبني الا بنقطتين المحفظه رصيد ينتهي بسرعه او مايحسب لي المره القادمه و كذا لعب واستهتار بعقول عالعملاء 
و ثانيا التوصيل صار قيمته جدا عاليه ومرتفعه وكذا نضطر نتعامل مع تطبيقات اخرى",rating
افضل لعبه في التاريخ,rating
شكراً على البرنامج الرائع والتواصل الجميل,rating
زلاوظتبغتنعل فإن جاهدة شنط ماركات شنط ماركات شنط تقليد ماركات تقليد ماركات شنط تقليد ماركه درجه على مقياس ريختر يضرب في اسمي على كل حال اي شي صور من حبل الوريد الكلوي المزمنمم كل سنه وانت طيبه يا قمر على احلى من العقد على كل حال اي شي يا حي يا قيوم برحمتك لا قوه على كل شيء من حبل الوريد الكلوي المزمنمثم كل سنه وانتم بخير يا لإفراغ كل ترباؤسؤ يقوم ذلك رد,others
الي اختار المنطقه الي انا فيها مافيه خيارات بس الرياض,bug_report
يحتاج الى تحسين يفتح بالشهر مره وباقي الايام مايرضى يفتح مدري وش سالفته,bug_report
اليوتيوب كله اعلان الله ياخذكم,rating
مسلسل من خمس مواسم واللي تعرضونه موسم واحد بس وش الفايده ليش مايضاف جميع المواسم هذا غير الثقل التطبيق والواجهه السيئه نصيحه لاتشترك معهم,rating
كل ما جيت اعلي الاضاءه او اشوف الرسايل وانا العبها تجي تطلعني وتوديني للتقييم,bug_report
اهلا ماين كرافت لديه مشكله هي لا استطيع الدخول مع صديقي يخبرني غير قادر على الاتصال مع العالم ماهو الحل,bug_report
ماتطلعلي الصووور ولاحتي الاشياء الي تنشي ولا الهدايه ليه؟؟؟,bug_report
اين موقعكم من اللغة العربيه ؟ اين الترجمه؟,others
معلق على طول ، جاب لي المرض.,bug_report
برنامج زبالي وبيحظرو المستخدمين بدون سبب,rating
بتمنا انا ادروهم متاحة ومش بي الفلوس 😒,improvement_request
من كثر ما عجبني ودي اتزوجه لبى الكروم,rating
التطبيق هو المفضل لدي لكن تغير الوضع بعد الحظر ، أثبت التطبيق فشله في التعامل مع الضغط ، مشاكل كثيرة لاحصر لها ادت الى توجهي لمرسول كحل افضل واكثر اعتمادية,bug_report
جهد تشكرون عليه لا حرمكم الله الأجر لكن أرجو التكرم بإضافة اللائحة التنفيذية لنظام المرافعات كما أرجو إيجاد حل للخروج من البرنامج حين التراجع .. لكم وافر الشكر,improvement_request
رغم أهميته لانستطيع شراء شي من المساحات حيث يرفض التطبيق عملية الشراء,bug_report
صعوبة في تسجيل الدخول أو استعادة الرقم السري حتى تسجيل جديد ما ضبط معي,bug_report
بعض التعقيدات مع مرور الوقت تتأقلم عليها,rating
تخيلوو البنات بالجيش ..!! البنت : اناا ما بشييل هذا السلاح اليوم ..🔫 الظابط : لييش ؟؟ البنت : هذا السلاح قبل اسبوع شافوني فيه بالمعركه ..🌚🔕 😂😂😂😂,others
لو تلغو صورة البصق يكون افضل,improvement_request
للاسف الي يومين احاول افعل التطبيق وبيفشل,bug_report
  اجمل تطبيق  رووووووعه        ,rating
قلة حيا في قلة حيا,rating
فاشل وتفعيل البلوتوث يستهلك البطارية بشكل كبير على الفاضي واذا اقتربت من مريض كورونا لن يخبرك انك اقتربت منه لانه لم يسجل انه مصاب في التطبيق او انه لا يشغل البلوتوث,rating
اللعبة مرة مو حلوه كل شوي تطلعني,bug_report
لا سهوم ولا تعليم ولا شي ولا حتي يعلموك وين تروح,rating
كيف اسوي رمز اتفعيل,others
نسبة الصرافه فالمجوهرات لا تتناسب مع الدعم الممنوح من الداعم,others
ما يشتغل من امس احاول فيه,bug_report
للاسف اخر تحديث كل ما تدخل التطبيق يقولك فيه نسخه جديده ويجبرك تطلع، كم شخص فاته حجز عمره بسبب هالمشكله، حسبي الله ونعم الوكيل,bug_report
ولافيه اي اختلاف اين الجديد,rating
حلو بس ما جاب نفس الاعلان كانت في شخصية سانس,rating
"عند تحديث المعلومات والبيانات
تاتي رساله مكتوب فيها يوجد لديك طلب تمويل من احد البنوك 

لماذا لا يذكر اسم البنك والمعلومات كامله حتي يتم التحديث والاستفاده من الخدمه 
للاسف تطبيق غير مفيد ومربك",rating
لا تكثرون من وقت اللعب وبس,others
برنامج ممتاز انصح بتحميله,rating
اللعبة جميلة لكن فطع الاتصال فيها كثير  ، باللعبة الواحدة ينقطع الاتصال 8 مرات,bug_report
سيء... أرجوا أن يتوفر التطبيق على خاصية إضافة الترجمة عند مشاركة الفيديوهات من الهاتف إلى التلفاز على الكروم كاست,improvement_request
نبي خدمه الدفع عند الاستلام,improvement_request
"تطبيق رائع وشامل لاغلب الاحياء 

الحلو فيه تنوع المطاعم وتوفر خيارات كثير",rating
انتم تقتلون اللاعبين ببطئ اللعبة ممتعة ولكنها تقتل الذي لايدفع,rating
عندي مشكلة وضعت على خيار عندي حساسية بالغلط 😓 وأرسلت الطلب ابي أعدل الطلب ما فيه خيار التعديل بعد الإرسال..يقول الطلب بنتظار الموافقة أنا أحتاج اللقاح لأني أخذ أدوية مثبطه للمناعة لأن مسوي زراعة الله يرضى عليك حكومة خيار تعديل الطلب السابق هذا مو صعب وكلنا نخطي لذلك عطونا فرصة نعدل الطلب والتطبيق رائع وسلس ولكن 3 نجوم بسبب عدم أمكانية التعديل على الطلب المرفوع وهذا راح يأثر على أهلية العلاج,bug_report
اتمنى اضافة خاصية تقديم ١٠ ث وتاخير ١٠ ثواني مثل تطبيق نتفلكس,improvement_request
"التصريح معلق وحذفته وحملته مره ثانيه ولا اشتغل مره ثانيه 
تورطت فيه",bug_report
كل ما فتحنا البرنامج يبلغنا بوجود تحديث و يحولنا الى اب ستور,bug_report
ولله العبة رهيبة ما يكررها التاريخ ❤❤❤😍😍😍❤😍😍❤❤❤❤❤❤❤❤❤❤😍❤❤❤❤❤❤❤❤❤❤😍❤😍❤😍❤😍❤😍❤😍❤,rating
بصراحة خطوة ذكية لتعرف الحالات المصابة من حولك,rating
دوله فسلطين عاصمه القدس ولانسمح لكم بستبدالها بااسرائيل,others
تم حذف اللعبه بنجاح . مو معقوله كل قيم يطلع اعلان,rating
أرجو إضافة اللغة العربية سريعًا,improvement_request
في عطل في التطبيق في حال رفع بلاغ يعطيك ان لا بد ان تكون احدثيات البلاغ داخل المملكة لها اكثر من فترة,bug_report
سهل جدا ومريح الله يوفقكم جميعا شكرا لتسهيل المراجعات,rating
لعبة جميله جدا ارجو مزيداً من التطوير بها مع الشكر والتقدير,rating
شكراً من صميم القلب,rating
نبي افلام جديده,improvement_request
اتمنى تحطون خاصية الغاء الطلب او تواصل عن طريق البرنامج لان هذا الي يعيب البرنامج ولا كل شي تمام عشان يطلع افضل برنامج اضيفو خاصية الغاء الطلب ايقونة بسيطه في البرنامج وبطريقتكم عاد وصدقني يطلع افضل برنامج,improvement_request
ماتصلح لا أطفال,rating
للاسف لايفتح بسهوله واجراءاته معقده,rating
حاولت التسجيل برقم الجوال ولكن لاتصل رساله التفعيل ما المشكله,bug_report
كل اللي يعلقون ويقولون ممتاز اولياء امور يعني مو هم اللي يدرسون والله انا ماني فاهمه ولا حاجه فيه مشاكل كثيره هوه وفي تيمز رجعونا حضوري انا ما ابغا ارسب ورايه مستقبل وبعدين يجون اولياء امور عاجبهم الوضع لانهم مو زي قبل الابو يودي والام تلبس وذلحين يفتحون جوالهم ويفهمون مايفهمون مايهتمون وبعدين يجون يقولون ممتاز واحنا اللي راح يروح مستقبلنا,others
لا يستحق التحميل يوجد اعلانات داخل التطبيق ولابد من الشراء داخل التطبيق وهذا غير واضح عند التحميل جاري الحذف في سلة المهملات,rating
اللعبة خورافية بس ناقصها اللغة العربية على شان تكون مفهومة للعرب,improvement_request
ارجو التطوير انه لا يعمل الان في الاندرويد,bug_report
